id_aluno,idade_aluno,fase,turma,ponto_de_virada,pedra,ian,ida,ieg,iaa,ips,ipp,ipv,inde,ano
pm-437,9,1,C,Não,Ametista,10.0,5.5,8.5,10.0,7.5,7.92,7.33,7.81,2020-01-01
pm-439,15,4,L,Não,Quartzo,5.0,0.0,3.6,9.58,7.5,7.92,6.06,4.93,2020-01-01
pm-441,11,2,J,Não,Ametista,10.0,8.5,7.4,9.5,6.25,5.0,6.72,7.6,2020-01-01
pm-442,9,0,F,Não,Ametista,5.0,9.5,10.0,8.5,7.5,7.5,7.33,8.22,2020-01-01
pm-443,12,2,P,Não,Ametista,5.0,6.0,9.7,8.5,7.5,8.75,7.78,7.67,2020-01-01
pm-445,11,1,M,Não,Ágata,5.0,4.75,6.3,9.0,7.5,7.19,7.92,6.66,2020-01-01
pm-447,10,0,G,Não,Ágata,5.0,9.5,10.0,8.5,5.0,2.5,5.0,7.0,2020-01-01
pm-448,11,2,R,Não,Ametista,10.0,1.5,8.9,9.5,9.38,8.54,8.44,7.51,2020-01-01
pm-449,9,1,N,Não,Topázio,10.0,10.0,9.2,9.5,7.5,7.5,7.28,8.75,2020-01-01
pm-450,15,4,E,Não,Ágata,5.0,6.67,6.4,7.92,7.5,8.44,7.29,6.96,2020-01-01
pm-451,9,1,E,Não,Ametista,10.0,4.5,8.0,9.0,6.25,7.08,7.94,7.32,2020-01-01
pm-453,10,1,G,Não,Quartzo,5.0,0.0,6.1,8.5,7.5,8.12,7.75,5.68,2020-01-01
pm-455,9,2,F,Sim,Topázio,10.0,7.0,9.3,9.5,7.5,7.71,9.28,8.59,2020-01-01
pm-457,7,1,J,Não,Quartzo,10.0,0.0,7.1,8.0,5.62,5.62,7.83,5.91,2020-01-01
pm-458,10,1,C,Não,Quartzo,5.0,0.0,6.2,8.5,7.5,7.29,7.33,5.54,2020-01-01
pm-459,17,5,L,Não,Quartzo,5.0,3.67,6.9,6.67,3.12,8.12,7.67,5.94,2020-01-01
pm-460,15,5,G,Sim,Ametista,10.0,6.33,9.0,9.58,4.38,8.59,8.96,8.11,2020-01-01
pm-462,16,5,B,Não,Ágata,5.0,6.0,8.2,7.92,7.5,8.33,7.67,7.25,2020-01-01
pm-463,12,3,L,Não,Ametista,10.0,8.0,9.7,8.75,5.0,8.59,7.58,8.29,2020-01-01
pm-464,14,4,B,Não,Ágata,10.0,0.0,8.4,9.58,7.5,8.75,7.89,6.84,2020-01-01
pm-466,17,6,A,Não,Quartzo,5.0,5.17,6.5,0.0,6.25,7.66,7.79,5.78,2020-01-01
pm-467,13,2,M,Não,Ágata,5.0,3.75,7.5,9.5,6.88,7.19,7.58,6.62,2020-01-01
pm-468,10,1,N,Não,Ametista,5.0,9.0,7.5,9.5,5.0,6.88,7.44,7.43,2020-01-01
pm-469,12,3,A,Não,Ametista,10.0,8.0,9.1,8.75,6.88,7.81,7.92,8.35,2020-01-01
pm-472,10,1,K,Não,Ametista,5.0,9.5,8.9,9.0,7.5,7.71,8.11,8.22,2020-01-01
pm-473,10,1,E,Não,Ametista,5.0,10.0,7.7,9.5,6.88,6.88,7.22,7.81,2020-01-01
pm-474,10,1,H,Não,Ametista,5.0,9.5,8.3,9.5,7.5,7.29,7.72,8.03,2020-01-01
pm-476,17,7,B,Não,Ametista,10.0,7.17,9.1,8.33,6.25,7.81,8.04,8.1,2020-01-01
pm-477,12,2,L,Não,Quartzo,5.0,2.75,5.9,9.0,5.0,7.5,7.06,5.79,2020-01-01
pm-478,14,2,G,Não,Ágata,5.0,2.0,9.3,9.5,7.5,7.29,6.94,6.58,2020-01-01
pm-482,12,2,E,Não,Ametista,5.0,8.0,9.6,10.0,7.5,9.17,8.28,8.34,2020-01-01
pm-483,11,2,E,Não,Ametista,10.0,8.0,9.6,9.5,5.0,7.71,8.17,8.37,2020-01-01
pm-484,18,8,A,,Quartzo,10.0,7.8,0.0,9.58,3.12,0.0,0.0,5.7,2020-01-01
pm-486,12,2,B,Não,Quartzo,5.0,0.5,9.0,9.0,5.0,5.62,7.5,5.86,2020-01-01
pm-487,8,0,G,Não,Topázio,10.0,10.0,10.0,9.5,7.5,7.81,6.5,8.78,2020-01-01
pm-488,13,3,R,Não,Ágata,10.0,5.67,4.2,10.0,6.88,7.29,5.61,6.51,2020-01-01
pm-490,14,3,B,Não,Ametista,5.0,8.67,8.5,9.58,6.88,7.66,8.29,8.0,2020-01-01
pm-491,10,1,F,Não,Ágata,5.0,10.0,2.3,8.5,7.5,7.19,6.92,6.66,2020-01-01
pm-492,17,7,A,Não,Ametista,10.0,5.83,8.1,6.67,7.5,7.66,8.17,7.6,2020-01-01
pm-495,19,8,A,,Ametista,10.0,8.4,10.0,7.92,7.5,0.0,0.0,8.65,2020-01-01
pm-496,11,3,B,Não,Topázio,10.0,7.67,9.5,10.0,7.5,7.97,8.54,8.69,2020-01-01
pm-499,11,1,B,Não,Ametista,5.0,9.0,8.7,9.5,10.0,7.19,8.0,8.31,2020-01-01
pm-500,16,6,A,Não,Ametista,10.0,4.83,8.5,9.17,7.5,7.97,8.21,7.77,2020-01-01
pm-502,13,4,L,Não,Ametista,10.0,6.67,8.5,8.75,7.5,8.54,8.33,8.18,2020-01-01
pm-503,8,0,B,Não,Ágata,10.0,5.75,10.0,9.0,7.5,2.5,5.92,7.23,2020-01-01
pm-506,7,0,A,Não,Topázio,10.0,10.0,10.0,8.5,7.5,7.5,7.17,8.78,2020-01-01
pm-507,13,3,E,Não,Ametista,10.0,7.67,8.8,9.58,5.0,8.12,7.22,8.01,2020-01-01
pm-509,17,7,A,Sim,Ametista,10.0,6.33,9.5,7.92,7.5,7.66,8.71,8.22,2020-01-01
pm-512,14,3,C,Sim,Ametista,5.0,8.33,10.0,8.75,4.38,9.79,9.22,8.3,2020-01-01
pm-513,9,1,G,Não,Topázio,10.0,10.0,9.4,7.42,7.5,8.12,7.75,8.73,2020-01-01
pm-515,14,5,G,Não,Ametista,10.0,6.33,9.1,6.67,6.88,7.97,6.42,7.52,2020-01-01
pm-517,15,5,B,Não,Ágata,10.0,6.33,3.1,9.17,7.5,8.33,7.83,6.95,2020-01-01
pm-518,16,6,A,Não,Ametista,10.0,7.33,9.2,8.75,7.5,7.97,7.96,8.32,2020-01-01
pm-520,10,2,N,Sim,Ametista,10.0,6.0,9.6,7.42,6.25,8.75,9.06,8.17,2020-01-01
pm-521,10,1,E,Não,Topázio,5.0,10.0,8.5,8.5,10.0,8.75,8.61,8.65,2020-01-01
pm-522,11,1,A,Não,Ametista,5.0,6.5,9.3,8.5,7.5,7.19,7.58,7.5,2020-01-01
pm-524,9,0,F,Não,Ametista,5.0,9.5,10.0,9.0,7.5,8.12,7.5,8.36,2020-01-01
pm-527,16,5,F,Sim,Ametista,5.0,6.67,8.5,9.17,6.88,8.91,9.38,7.9,2020-01-01
pm-530,10,1,M,Não,Quartzo,5.0,0.0,3.3,9.0,7.5,7.19,7.58,5.05,2020-01-01
pm-531,16,4,A,Sim,Ametista,5.0,5.0,9.8,8.33,7.5,7.92,8.72,7.58,2020-01-01
pm-533,13,2,C,Não,Quartzo,5.0,0.0,6.7,9.5,6.88,7.92,6.83,5.64,2020-01-01
pm-534,11,0,H,Não,Ametista,5.0,10.0,10.0,9.0,6.25,7.81,7.5,8.31,2020-01-01
pm-535,14,1,M,Não,Ágata,2.5,7.5,8.5,9.0,5.62,5.62,7.42,6.96,2020-01-01
pm-540,12,1,G,Não,Ametista,5.0,7.0,8.1,8.5,7.5,8.12,7.75,7.48,2020-01-01
pm-541,13,3,F,Sim,Topázio,10.0,9.67,9.9,9.17,6.88,7.92,8.94,9.1,2020-01-01
pm-544,12,2,R,Não,Ágata,5.0,5.5,7.6,9.5,3.75,7.5,7.56,6.71,2020-01-01
pm-545,10,1,J,Não,Ágata,5.0,5.0,6.9,8.5,7.5,7.29,7.67,6.74,2020-01-01
pm-546,18,5,L,Não,Quartzo,2.5,4.67,5.4,8.33,3.12,5.42,4.89,4.93,2020-01-01
pm-547,14,4,L,Não,Ágata,10.0,6.0,6.6,8.33,5.0,8.33,7.94,7.28,2020-01-01
pm-549,13,3,M,Não,Quartzo,10.0,0.0,1.7,7.5,4.38,7.97,6.29,4.58,2020-01-01
pm-552,12,2,P,Não,Quartzo,5.0,3.0,8.7,0.0,6.88,7.92,7.06,5.73,2020-01-01
pm-555,10,1,J,Não,Ametista,5.0,7.5,9.5,8.5,7.5,7.5,7.83,7.82,2020-01-01
pm-557,12,2,M,Não,Ametista,5.0,7.5,8.5,9.5,6.25,8.44,7.92,7.7,2020-01-01
pm-559,12,2,H,Não,Quartzo,5.0,4.0,4.3,8.5,7.5,6.56,7.25,5.87,2020-01-01
pm-560,10,1,N,Não,Ágata,5.0,7.5,5.3,8.92,7.5,6.88,7.33,6.86,2020-01-01
pm-561,13,3,F,Não,Quartzo,10.0,1.17,5.5,7.5,7.5,8.12,6.83,6.01,2020-01-01
pm-562,9,2,L,Não,Ametista,10.0,6.25,9.7,8.0,7.5,9.17,8.5,8.36,2020-01-01
pm-564,13,3,A,Não,Ametista,10.0,9.0,4.0,9.58,5.0,7.97,7.17,7.29,2020-01-01
pm-568,15,3,F,Não,Ametista,5.0,7.33,9.7,8.33,7.5,8.12,7.11,7.72,2020-01-01
pm-569,8,0,B,Sim,Topázio,10.0,10.0,10.0,9.5,7.5,7.5,8.92,9.23,2020-01-01
pm-570,11,1,R,Não,Ametista,5.0,10.0,6.3,9.0,7.5,7.5,7.61,7.68,2020-01-01
pm-574,16,5,G,Não,Ametista,5.0,7.67,8.4,9.58,6.88,8.12,7.33,7.64,2020-01-01
pm-577,10,1,K,Não,Quartzo,5.0,0.0,5.0,7.5,7.5,7.29,7.83,5.3,2020-01-01
pm-579,10,2,H,Sim,Ametista,10.0,6.5,8.5,9.0,6.25,5.0,9.08,7.84,2020-01-01
pm-581,16,4,B,Não,Quartzo,5.0,0.0,1.9,8.75,7.5,7.92,7.22,4.74,2020-01-01
pm-583,14,4,E,Não,Ametista,10.0,7.67,6.2,7.08,6.88,7.97,7.29,7.42,2020-01-01
pm-585,15,1,E,Não,Ágata,2.5,6.0,8.0,9.0,4.38,5.21,8.06,6.52,2020-01-01
pm-586,10,1,K,Não,Ametista,5.0,10.0,8.1,8.5,7.5,7.29,7.67,7.98,2020-01-01
pm-588,8,0,E,Não,Topázio,10.0,7.5,10.0,10.0,7.5,7.81,8.17,8.66,2020-01-01
pm-589,11,1,J,Não,Ametista,5.0,8.0,8.3,8.42,7.5,5.42,7.5,7.39,2020-01-01
pm-594,11,1,K,Não,Ametista,5.0,9.0,8.8,9.0,6.88,7.29,7.94,7.97,2020-01-01
pm-597,17,7,B,Não,Quartzo,10.0,5.5,3.7,6.25,5.62,5.78,6.17,5.84,2020-01-01
pm-598,16,4,E,Não,Quartzo,5.0,1.67,7.0,9.58,7.5,7.19,6.83,6.03,2020-01-01
pm-599,18,8,A,,Ágata,10.0,8.5,0.0,7.92,6.88,0.0,0.0,6.57,2020-01-01
pm-601,16,6,B,Não,Quartzo,10.0,2.67,5.1,0.0,6.88,7.34,6.54,5.28,2020-01-01
pm-602,11,0,D,Não,Ágata,5.0,8.0,9.4,3.5,4.38,7.81,3.25,6.2,2020-01-01
pm-603,13,1,R,Não,Quartzo,5.0,3.0,8.1,6.33,5.0,6.04,8.06,6.07,2020-01-01
pm-604,17,7,B,Não,Ametista,10.0,7.33,9.7,8.75,7.5,7.97,8.21,8.47,2020-01-01
pm-605,13,2,E,Não,Ametista,5.0,8.0,7.1,9.0,7.5,7.5,7.11,7.34,2020-01-01
pm-606,17,5,F,Não,Ametista,5.0,6.67,9.6,9.17,6.25,7.03,7.79,7.56,2020-01-01
pm-608,14,4,A,Não,Ametista,10.0,7.0,6.3,7.92,6.88,8.75,7.83,7.58,2020-01-01
pm-609,18,8,A,,Ágata,10.0,8.3,0.0,8.75,6.88,0.0,0.0,6.57,2020-01-01
pm-611,17,7,A,Não,Ametista,10.0,5.67,8.5,9.17,5.62,7.03,7.21,7.46,2020-01-01
pm-613,11,1,J,Não,Ágata,5.0,4.0,8.4,9.5,5.0,5.42,7.94,6.56,2020-01-01
pm-614,16,6,B,Não,Quartzo,10.0,5.33,3.0,0.0,6.88,7.5,7.0,5.5,2020-01-01
pm-615,8,0,B,Sim,Topázio,10.0,10.0,10.0,9.0,7.5,10.0,9.83,9.62,2020-01-01
pm-616,18,7,B,Não,Ametista,5.0,6.0,8.7,10.0,7.5,8.75,8.42,7.75,2020-01-01
pm-618,16,2,G,Não,Quartzo,2.5,0.0,4.0,9.5,4.38,6.67,7.06,4.52,2020-01-01
pm-619,10,2,N,Não,Ametista,10.0,4.5,9.7,9.0,7.5,7.29,7.61,7.74,2020-01-01
pm-622,12,3,H,Não,Ágata,10.0,5.33,4.2,10.0,7.5,7.08,5.61,6.49,2020-01-01
pm-624,15,3,H,Não,Quartzo,5.0,6.67,3.4,7.5,2.5,6.25,5.44,5.23,2020-01-01
pm-625,12,1,F,Não,Quartzo,5.0,0.0,7.3,8.5,6.25,7.5,8.0,5.79,2020-01-01
pm-626,13,3,M,Não,Ágata,10.0,5.67,6.0,7.92,7.5,7.66,7.04,7.05,2020-01-01
pm-629,19,8,A,,Ágata,10.0,9.0,0.0,9.17,7.5,0.0,0.0,7.02,2020-01-01
pm-630,18,8,A,,Ágata,10.0,9.1,0.0,8.75,6.88,0.0,0.0,6.89,2020-01-01
pm-631,12,2,R,Não,Ágata,5.0,3.5,8.5,9.5,3.12,6.04,7.56,6.28,2020-01-01
pm-634,12,1,D,Não,Ágata,5.0,7.5,7.1,6.92,4.38,2.81,6.58,6.15,2020-01-01
pm-635,15,5,G,Não,Quartzo,10.0,4.33,6.7,6.25,4.38,7.19,5.08,6.0,2020-01-01
pm-636,16,5,A,Não,Quartzo,5.0,6.0,3.7,7.08,7.5,6.88,5.61,5.71,2020-01-01
pm-638,13,1,G,Não,Ágata,5.0,8.5,9.2,9.0,5.0,2.5,6.08,6.91,2020-01-01
pm-639,11,2,F,Não,Quartzo,10.0,1.5,5.7,7.92,7.5,7.08,6.89,6.07,2020-01-01
pm-640,18,7,B,Não,Ágata,5.0,4.67,8.0,8.33,7.5,8.59,8.42,7.16,2020-01-01
pm-642,9,1,N,Não,Ametista,10.0,10.0,6.7,7.5,7.5,7.08,7.28,8.0,2020-01-01
pm-644,10,1,B,Sim,Topázio,5.0,10.0,8.6,9.5,8.75,7.81,9.0,8.63,2020-01-01
pm-645,8,0,A,Não,Topázio,10.0,9.5,10.0,9.0,7.5,7.5,6.5,8.6,2020-01-01
pm-646,11,2,D,Não,Ametista,10.0,8.5,8.4,8.0,7.5,5.31,6.75,7.81,2020-01-01
pm-647,11,1,R,Não,Ágata,5.0,7.5,8.2,8.5,5.0,6.67,7.72,7.2,2020-01-01
pm-648,12,3,H,Não,Ágata,10.0,5.0,6.2,7.92,7.5,6.88,5.5,6.57,2020-01-01
pm-655,8,1,R,Não,Ametista,10.0,9.0,9.4,8.5,7.5,6.46,7.72,8.47,2020-01-01
pm-657,11,2,P,Não,Topázio,10.0,8.5,9.6,9.0,7.5,8.96,8.06,8.78,2020-01-01
pm-659,11,3,B,Não,Quartzo,10.0,0.0,5.7,7.92,7.5,7.34,7.08,5.83,2020-01-01
pm-661,17,7,B,Não,Ametista,10.0,7.0,9.1,9.17,7.5,7.5,8.12,8.26,2020-01-01
pm-663,10,1,D,Não,Ametista,5.0,9.0,8.5,9.0,6.25,4.69,6.92,7.38,2020-01-01
pm-664,15,4,A,Sim,Topázio,5.0,9.33,10.0,9.58,10.0,9.17,9.89,9.22,2020-01-01
pm-666,17,7,A,Não,Quartzo,10.0,0.0,0.4,5.83,7.5,4.84,4.67,3.83,2020-01-01
pm-668,10,1,K,Não,Ametista,5.0,9.0,7.1,9.0,7.5,7.92,7.83,7.73,2020-01-01
pm-670,16,5,A,Sim,Ametista,5.0,8.0,7.5,8.75,9.38,9.17,9.33,8.2,2020-01-01
pm-671,10,1,E,Não,Ametista,5.0,10.0,6.0,8.5,7.5,7.5,7.56,7.56,2020-01-01
pm-672,9,1,M,Não,Ametista,10.0,4.5,9.6,9.0,6.25,7.81,7.92,7.71,2020-01-01
pm-676,16,5,A,Não,Quartzo,5.0,0.0,1.9,4.58,3.75,8.12,7.0,3.93,2020-01-01
pm-677,10,1,A,Não,Ametista,5.0,9.0,9.1,9.5,6.25,3.44,8.58,7.76,2020-01-01
pm-678,10,2,F,Não,Quartzo,10.0,0.0,4.5,0.0,7.5,7.5,6.61,4.72,2020-01-01
pm-680,17,7,B,Não,Ágata,10.0,6.5,7.6,7.5,5.62,6.72,6.38,7.08,2020-01-01
pm-681,13,2,H,Não,Quartzo,5.0,1.25,7.9,8.0,5.0,4.69,7.75,5.65,2020-01-01
pm-682,10,1,A,Não,Ametista,5.0,9.0,9.6,9.0,7.5,7.19,7.75,8.14,2020-01-01
pm-683,10,0,G,Não,Ametista,5.0,10.0,9.8,6.92,5.0,2.5,7.0,7.3,2020-01-01
pm-684,12,1,R,Não,Ametista,5.0,9.5,8.1,10.0,7.5,5.42,7.78,7.87,2020-01-01
pm-685,8,0,F,Não,Ametista,10.0,9.5,9.9,8.5,7.5,2.5,5.0,7.73,2020-01-01
pm-686,11,0,D,Não,Ametista,5.0,9.0,8.6,10.0,5.0,7.81,7.33,7.77,2020-01-01
pm-688,17,7,B,Não,Ágata,10.0,4.67,7.6,6.25,5.62,7.03,7.75,6.89,2020-01-01
pm-689,11,2,B,Sim,Ametista,10.0,5.5,9.3,9.0,5.0,5.0,9.58,7.78,2020-01-01
pm-691,11,1,C,Não,Ametista,5.0,9.0,9.2,7.0,6.25,7.29,7.5,7.69,2020-01-01
pm-693,8,0,H,Não,Ametista,10.0,10.0,10.0,8.5,7.5,2.5,7.0,8.25,2020-01-01
pm-695,8,0,C,Não,Topázio,10.0,9.0,10.0,9.0,7.5,7.81,7.0,8.63,2020-01-01
pm-696,12,2,G,Sim,Ametista,5.0,6.5,9.6,7.5,7.5,7.92,8.83,7.78,2020-01-01
pm-698,16,5,B,Não,Ágata,5.0,5.33,8.8,7.08,5.62,8.33,7.89,7.01,2020-01-01
pm-699,12,2,P,Não,Ágata,5.0,6.5,4.7,9.0,7.5,7.92,8.06,6.79,2020-01-01
pm-700,11,2,F,Não,Ágata,10.0,4.5,6.9,9.0,7.5,7.92,6.22,6.97,2020-01-01
pm-702,9,1,E,Não,Topázio,10.0,10.0,9.5,8.5,7.5,7.29,7.94,8.82,2020-01-01
pm-703,13,2,D,Não,Ametista,5.0,9.5,9.9,8.5,7.5,8.44,7.58,8.34,2020-01-01
pm-704,11,2,D,Não,Ametista,10.0,3.5,9.7,9.0,7.5,7.5,7.75,7.59,2020-01-01
pm-707,14,2,C,Não,Ametista,5.0,8.0,8.7,9.0,7.5,7.71,7.67,7.79,2020-01-01
pm-708,10,1,H,Não,Ametista,5.0,10.0,8.1,8.5,7.5,7.29,7.78,8.0,2020-01-01
pm-710,10,2,B,Não,Ametista,10.0,9.0,8.2,9.5,6.25,7.5,8.33,8.43,2020-01-01
pm-712,11,1,B,Não,Ametista,5.0,7.5,8.6,8.5,7.5,7.19,7.75,7.59,2020-01-01
pm-713,11,2,J,Não,Quartzo,10.0,1.5,6.8,5.83,7.5,5.62,7.56,6.07,2020-01-01
pm-714,16,7,A,Não,Quartzo,10.0,4.5,2.7,7.5,4.38,6.56,6.33,5.55,2020-01-01
pm-716,9,2,G,Não,Ametista,10.0,3.5,9.9,9.0,7.5,8.12,7.83,7.71,2020-01-01
pm-718,14,2,N,Não,Quartzo,5.0,0.0,7.4,9.0,4.38,7.29,7.5,5.55,2020-01-01
pm-719,10,2,F,Não,Quartzo,10.0,1.5,5.4,8.0,4.38,7.71,6.5,5.69,2020-01-01
pm-720,17,5,L,Não,Ágata,5.0,4.0,7.3,6.25,6.25,7.71,7.72,6.33,2020-01-01
pm-721,12,1,G,Não,Quartzo,5.0,4.0,7.3,7.5,5.0,2.5,7.0,5.66,2020-01-01
pm-724,11,2,R,Não,Ametista,10.0,6.0,9.4,6.92,7.5,7.29,8.06,7.86,2020-01-01
pm-725,11,2,M,Não,Ágata,10.0,7.0,3.3,9.0,5.0,6.88,7.92,6.73,2020-01-01
pm-731,17,5,L,Não,Ágata,5.0,4.33,7.8,9.17,3.12,7.71,7.56,6.44,2020-01-01
pm-732,14,4,L,Não,Ametista,10.0,7.67,7.0,7.92,7.5,8.54,7.61,7.85,2020-01-01
pm-733,11,2,M,Não,Ágata,10.0,2.5,7.9,8.5,8.12,7.19,7.92,7.04,2020-01-01
pm-737,11,2,N,Não,Ametista,10.0,6.5,9.6,8.5,7.5,7.5,7.5,8.07,2020-01-01
pm-738,12,2,R,Não,Ametista,5.0,6.0,9.0,7.5,6.88,8.54,8.33,7.46,2020-01-01
pm-739,13,3,A,Sim,Topázio,10.0,8.33,7.3,10.0,10.0,8.44,8.67,8.7,2020-01-01
pm-740,10,0,D,Não,Ametista,5.0,10.0,9.4,8.0,8.12,7.81,5.83,7.94,2020-01-01
pm-743,8,0,H,Não,Ametista,10.0,10.0,9.8,9.0,5.0,2.5,6.92,7.99,2020-01-01
pm-744,17,6,C,Não,Quartzo,5.0,2.67,4.6,5.42,5.0,6.72,7.04,5.08,2020-01-01
pm-745,15,4,L,Não,Quartzo,5.0,2.0,5.7,8.75,7.5,8.12,7.39,5.96,2020-01-01
pm-746,10,2,F,Sim,Topázio,10.0,9.0,9.1,9.0,7.5,8.54,8.83,8.89,2020-01-01
pm-747,13,3,B,Não,Ametista,10.0,8.0,9.1,7.92,5.62,7.97,7.92,8.15,2020-01-01
pm-749,14,4,L,Não,Ágata,10.0,5.33,3.7,9.58,7.5,8.54,5.67,6.5,2020-01-01
pm-750,16,4,B,Não,Quartzo,5.0,0.0,6.4,9.58,6.88,8.12,6.56,5.55,2020-01-01
pm-753,12,3,E,Não,Ágata,10.0,2.33,6.6,7.92,7.5,8.12,6.72,6.49,2020-01-01
pm-755,13,3,L,Não,Ametista,10.0,8.0,7.5,7.92,5.0,8.44,7.5,7.74,2020-01-01
pm-756,14,2,B,Não,Ametista,5.0,9.0,8.9,9.0,7.5,4.38,6.33,7.43,2020-01-01
pm-757,13,3,A,Não,Ágata,10.0,4.67,4.3,5.42,7.5,7.97,6.79,6.24,2020-01-01
pm-758,11,2,L,Não,Ametista,10.0,4.25,7.5,9.0,7.5,7.92,8.22,7.44,2020-01-01
pm-760,7,0,G,Não,Topázio,10.0,10.0,9.8,9.0,7.5,7.81,6.25,8.64,2020-01-01
pm-766,15,4,B,Não,Ágata,5.0,3.67,7.4,8.75,7.5,8.75,8.06,6.82,2020-01-01
pm-767,13,3,L,Não,Ágata,10.0,7.0,5.0,9.17,7.5,7.97,6.17,7.1,2020-01-01
pm-768,14,3,G,Sim,Ametista,5.0,7.67,9.9,7.92,4.38,7.29,8.78,7.73,2020-01-01
pm-773,12,2,E,Sim,Ametista,5.0,9.5,5.6,9.0,7.5,8.96,8.94,7.85,2020-01-01
pm-776,14,3,R,Não,Quartzo,5.0,1.67,5.2,9.17,7.5,7.29,6.61,5.59,2020-01-01
pm-777,13,1,D,Não,Ágata,5.0,7.25,7.8,8.0,5.0,7.19,7.42,7.01,2020-01-01
pm-779,16,6,C,Não,Ágata,10.0,4.0,3.9,8.75,7.5,7.5,7.62,6.48,2020-01-01
pm-780,12,3,M,Não,Ametista,10.0,8.33,8.2,9.17,7.5,7.97,6.67,8.1,2020-01-01
pm-782,14,5,B,Sim,Ametista,10.0,5.67,8.7,8.75,9.38,9.17,9.17,8.44,2020-01-01
pm-783,11,1,M,Não,Ágata,5.0,4.5,8.0,8.5,7.5,8.12,7.92,7.0,2020-01-01
pm-785,11,2,B,Não,Topázio,10.0,9.0,9.5,10.0,7.5,8.12,7.75,8.81,2020-01-01
pm-786,16,5,F,Não,Quartzo,5.0,3.0,1.9,7.5,7.5,7.19,6.83,5.07,2020-01-01
pm-789,15,4,L,Não,Quartzo,5.0,0.0,2.8,9.58,7.5,7.92,5.61,4.68,2020-01-01
pm-790,13,3,C,Sim,Topázio,10.0,8.67,8.9,10.0,7.5,9.79,9.78,9.2,2020-01-01
pm-792,11,1,G,Não,Ametista,5.0,10.0,8.5,9.0,4.38,8.12,7.17,7.78,2020-01-01
pm-793,9,0,E,Não,Ametista,5.0,10.0,10.0,6.83,7.5,7.19,7.33,8.12,2020-01-01
pm-794,11,2,L,Sim,Ametista,10.0,6.5,9.6,9.0,6.25,7.92,8.72,8.28,2020-01-01
pm-795,12,2,D,Não,Ametista,5.0,7.0,9.7,10.0,7.5,7.81,8.0,7.97,2020-01-01
pm-796,13,3,B,Não,Topázio,10.0,8.33,9.8,9.17,7.5,7.97,7.63,8.62,2020-01-01
pm-797,12,1,R,Não,Ágata,5.0,6.5,6.8,9.5,4.38,6.88,8.11,6.86,2020-01-01
pm-803,7,0,G,Não,Ágata,10.0,7.0,10.0,9.0,5.62,2.5,4.33,6.98,2020-01-01
pm-807,8,0,E,Não,Ametista,10.0,9.0,10.0,8.5,6.25,2.5,7.83,8.09,2020-01-01
pm-811,11,2,B,Não,Ametista,10.0,9.0,7.4,8.0,7.5,7.5,8.08,8.2,2020-01-01
pm-813,9,1,F,Não,Ametista,10.0,10.0,7.6,8.0,7.5,7.19,8.0,8.39,2020-01-01
pm-814,11,1,E,Não,Ágata,5.0,3.75,9.4,7.92,5.62,7.92,7.94,6.86,2020-01-01
pm-817,10,2,B,Não,Ametista,10.0,7.0,9.5,10.0,7.5,6.25,8.33,8.34,2020-01-01
pm-820,14,4,B,Sim,Ametista,10.0,9.0,8.3,7.08,5.0,8.75,8.94,8.33,2020-01-01
pm-821,12,1,R,Não,Ágata,5.0,9.0,6.5,8.5,5.0,7.29,7.22,7.12,2020-01-01
pm-823,10,1,N,Não,Ametista,5.0,9.5,9.4,9.0,8.12,7.92,8.33,8.45,2020-01-01
pm-824,10,1,N,Não,Ametista,5.0,9.5,8.0,9.5,6.25,6.88,7.44,7.75,2020-01-01
pm-825,13,3,A,Não,Quartzo,10.0,4.67,4.5,7.5,3.75,6.72,5.5,5.73,2020-01-01
pm-826,11,2,L,Não,Ágata,10.0,3.5,6.1,8.0,7.5,6.67,6.22,6.38,2020-01-01
pm-828,15,4,L,Sim,Ametista,5.0,7.0,8.2,7.92,5.62,8.54,8.78,7.5,2020-01-01
pm-829,12,3,F,Não,Ágata,10.0,0.0,8.2,9.58,7.5,7.71,6.94,6.51,2020-01-01
pm-830,13,4,B,Sim,Topázio,10.0,7.0,10.0,9.58,10.0,8.96,9.22,9.1,2020-01-01
pm-831,11,0,H,Não,Ametista,5.0,8.5,10.0,9.0,7.5,6.56,6.92,7.89,2020-01-01
pm-835,11,2,M,Não,Quartzo,10.0,0.0,7.9,0.0,3.12,6.56,7.42,5.03,2020-01-01
pm-837,16,6,A,Não,Quartzo,10.0,0.0,3.4,0.0,5.0,6.41,6.12,4.05,2020-01-01
pm-838,15,5,B,Não,Ametista,10.0,7.33,8.4,8.33,5.0,8.33,8.0,7.91,2020-01-01
pm-840,8,0,E,Não,Ametista,10.0,10.0,10.0,9.0,4.38,2.5,4.5,7.49,2020-01-01
pm-842,14,4,L,Não,Quartzo,10.0,0.0,3.9,9.58,4.38,5.83,4.22,4.6,2020-01-01
pm-846,17,7,B,Não,Ágata,10.0,6.17,6.4,7.08,5.62,6.88,7.58,6.99,2020-01-01
pm-848,12,2,M,Não,Ametista,5.0,7.0,8.3,9.5,6.88,7.19,7.58,7.43,2020-01-01
pm-849,10,1,J,Não,Ametista,5.0,9.0,8.6,7.92,7.5,7.29,7.83,7.86,2020-01-01
pm-850,12,3,B,Não,Ametista,10.0,6.67,9.7,9.17,7.5,7.97,7.25,8.19,2020-01-01
